sd_id	PrimaryOwner	PrimaryGroup	ACEType	ACEFlags	AccessMask	Flags	ObjectType	InheritedObjectType	TrusteeSID
346	S-1-5-32-544	S-1-5-32-544	05	02	16	1	bf967a68-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	16	1	1f298a89-de98-47b8-b5cd-572ad53d267e		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	16	1	bf967991-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	16	1	5fd424a1-1262-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967a06-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967a06-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967a0a-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	3e74f60e-3e73-11d1-a9c0-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	3e74f60e-3e73-11d1-a9c0-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	b1b3a417-ec55-4191-b327-b72e33e38af2		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	b1b3a417-ec55-4191-b327-b72e33e38af2		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf96791a-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf96791a-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	9a9a021e-4a5b-11d1-a9c3-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	0296c120-40da-11d1-a9c0-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	934de926-b09e-11d2-aa06-00c04f8eedd8		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	5e353847-f36c-48be-a7f7-49685402503c		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967953-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967953-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	e48d0154-bcf8-11d1-8702-00c04fb96050		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	275b2f54-982d-4dcd-b0ad-e53501445efb		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967954-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967954-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967961-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967961-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967a68-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	5fd42471-1262-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	5430e777-c3ea-4024-902e-dde192204669		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	6f606079-3a82-4c1b-8efb-dcc8c91d26fe		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967a7a-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf967a7f-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	614aea82-abc6-4dd0-a148-d67a59c72816		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	66437984-c3c5-498f-b269-987819ef484b		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	77b5b886-944a-11d1-aebd-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	a8df7489-c5ea-11d1-bbcb-0080c76670c0		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	a8df7489-c5ea-11d1-bbcb-0080c76670c0		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	1f298a89-de98-47b8-b5cd-572ad53d267e		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	1f298a89-de98-47b8-b5cd-572ad53d267e		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	f0f8ff9a-1191-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	f0f8ff9a-1191-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	f0f8ff9a-1191-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	2cc06e9d-6f7e-426a-8825-0215de176e11		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	5fd424a1-1262-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	5fd424a1-1262-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	3263e3b8-fd6b-4c60-87f2-34bdaa9d69eb		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	28630ebc-41d5-11d1-a9c1-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	28630ebc-41d5-11d1-a9c1-0000f80367c1		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	bf9679c0-0de6-11d0-a285-00aa003049e2		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	3e0abfd0-126a-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	32	1	7cb4c7d3-8787-42b0-b438-3c5d479ad31e		S-1-5-21-4185035528-4285459030-256073263-1134
346	S-1-5-32-544	S-1-5-32-544	05	02	262208	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	262208	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	02	983551	1	018849b0-a981-11d2-a9ff-00c04f8eedd8		S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	05	02	983551	1	018849b0-a981-11d2-a9ff-00c04f8eedd8		S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	05	0A	65536	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	0A	65536	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	0A	65536	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	0A	65536	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	0A	65536	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	0A	65536	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1137
346	S-1-5-32-544	S-1-5-32-544	05	0A	16	3	b7c69e6d-2cc7-11d2-854e-00a0c983f608	bf967a86-0de6-11d0-a285-00aa003049e2	S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	0A	16	3	b7c69e6d-2cc7-11d2-854e-00a0c983f608	bf967a9c-0de6-11d0-a285-00aa003049e2	S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	0A	16	3	b7c69e6d-2cc7-11d2-854e-00a0c983f608	bf967aba-0de6-11d0-a285-00aa003049e2	S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	89e95b76-444d-4c62-991a-0facbeda640c		S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6aa-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ab-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ac-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ad-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ae-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	e2a36dc9-ae17-47c3-b58b-be34c55ba633		S-1-5-32-557
346	S-1-5-32-544	S-1-5-32-544	05	00	16	1	c7407360-20bf-11d0-a768-00aa006e0529		S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	05	00	16	1	b8119fd0-04f6-4762-ab7a-4986c76b3f9a		S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	05	0A	131220	2		00000201-0000-0500-2000-00002a020000	S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	05	0A	131220	2		00000201-0000-0500-2000-00002a020000	S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	05	0A	131220	2		00000201-0000-0500-2000-00002a020000	S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	05c74c5e-4deb-43b4-bd9f-86664c2a7fd5		S-1-5-11
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	89e95b76-444d-4c62-991a-0facbeda640c		S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	ccc2dc7d-a6ad-4a7a-8846-c04e3cc53501		S-1-5-11
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	280f369c-67c7-438e-ae98-1d46f3c6f541		S-1-5-11
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6aa-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ab-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ac-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	00	256	1	1131f6ae-9c07-11d1-f79f-00c04fc2dcd2		S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	05	00	16	1	b8119fd0-04f6-4762-ab7a-4986c76b3f9a		S-1-5-11
346	S-1-5-32-544	S-1-5-32-544	05	02	16	1	b1b3a417-ec55-4191-b327-b72e33e38af2		S-1-5-20
346	S-1-5-32-544	S-1-5-32-544	05	02	16	1	1f298a89-de98-47b8-b5cd-572ad53d267e		S-1-5-11
346	S-1-5-32-544	S-1-5-32-544	05	0A	304	1	91e647de-d96f-4b70-9557-d63ff4f3ccd8		S-1-5-10
346	S-1-5-32-544	S-1-5-32-544	00	00	917949				S-1-5-21-3540873112-1993863455-4195585469-512
346	S-1-5-32-544	S-1-5-32-544	00	02	131220				S-1-5-21-4185035528-4285459030-256073263-1123
346	S-1-5-32-544	S-1-5-32-544	00	02	131220				S-1-5-21-4185035528-4285459030-256073263-1135
346	S-1-5-32-544	S-1-5-32-544	00	02	983551				S-1-5-21-4185035528-4285459030-256073263-519
346	S-1-5-32-544	S-1-5-32-544	00	00	131088				S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	00	02	4				S-1-5-32-554
346	S-1-5-32-544	S-1-5-32-544	00	02	983485				S-1-5-32-544
346	S-1-5-32-544	S-1-5-32-544	00	00	16				S-1-1-0
346	S-1-5-32-544	S-1-5-32-544	00	00	131220				S-1-5-9
346	S-1-5-32-544	S-1-5-32-544	00	00	131220				S-1-5-11
346	S-1-5-32-544	S-1-5-32-544	00	00	983551				S-1-5-18
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	01	02	64				S-1-5-21-4185035528-4285459030-256073263-1134
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967a06-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967a06-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967a06-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967a0e-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967a0e-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967a0e-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	3e74f60e-3e73-11d1-a9c0-0000f80367c1	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	3e74f60e-3e73-11d1-a9c0-0000f80367c1	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	3e74f60e-3e73-11d1-a9c0-0000f80367c1	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	b1b3a417-ec55-4191-b327-b72e33e38af2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	b1b3a417-ec55-4191-b327-b72e33e38af2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	b1b3a417-ec55-4191-b327-b72e33e38af2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf96793f-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf96793f-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf96793f-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967953-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967953-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967953-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967954-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967954-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967954-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967961-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967961-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	bf967961-0de6-11d0-a285-00aa003049e2	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	a8df7489-c5ea-11d1-bbcb-0080c76670c0	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	a8df7489-c5ea-11d1-bbcb-0080c76670c0	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	a8df7489-c5ea-11d1-bbcb-0080c76670c0	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	1f298a89-de98-47b8-b5cd-572ad53d267e	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	1f298a89-de98-47b8-b5cd-572ad53d267e	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	1f298a89-de98-47b8-b5cd-572ad53d267e	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	f0f8ff98-1191-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	f0f8ff98-1191-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	f0f8ff98-1191-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	f0f8ff9a-1191-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	f0f8ff9a-1191-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	f0f8ff9a-1191-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	5fd424a1-1262-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	5fd424a1-1262-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	5fd424a1-1262-11d0-a060-00aa006c33ed	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	28630ebc-41d5-11d1-a9c1-0000f80367c1	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	28630ebc-41d5-11d1-a9c1-0000f80367c1	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	28630ebc-41d5-11d1-a9c1-0000f80367c1	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	e21a94e4-2d66-4ce5-b30d-0ef87a776ff0	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	e21a94e4-2d66-4ce5-b30d-0ef87a776ff0	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1124
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	48	3	e21a94e4-2d66-4ce5-b30d-0ef87a776ff0	f0f8ffac-1191-11d0-a060-00aa006c33ed	S-1-5-21-4185035528-4285459030-256073263-1135
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	02	3	1	9cf1aa93-b31c-4725-9d50-ab7ab1d3ca1e		S-1-5-21-4185035528-4285459030-256073263-1123
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	02	3	1	9cf1aa93-b31c-4725-9d50-ab7ab1d3ca1e		S-1-5-21-4185035528-4285459030-256073263-1134
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	02	3	1	f0f8ffac-1191-11d0-a060-00aa006c33ed		S-1-5-21-4185035528-4285459030-256073263-1134
350	S-1-5-21-4185035528-4285459030-256073263-519	S-1-5-21-4185035528-4285459030-256073263-519	05	0A	32	2		00000501-0000-0500-1500-0000089372f9	S-1-5-21-4185035528-4285459030-256073263-1123
